date_decision,date_period_end,horizon,asset,target_fwd_ret,regime,kpi_composite,Equities.mom_5,Equities.mom_10,Equities.mom_21,Equities.mom_63,Equities.mom_126,Equities.mom_252,Equities.ret_1,Equities.ret_5,Equities.ret_21,Equities.vol_21,Equities.vol_63,Equities.vol_126,Equities.rsi_14,Equities.macd,Equities.macd_signal,Equities.macd_hist,Equities.bb_pos,Equities.dd_raw,Equities.dd_21max,Equities.roll_sharpe_63,VIX,VIX3M,vix_ts_ratio,TNX,DXY,FVX,TYX,yc_slope,VIX_chg1,VIX_chg5,TNX_chg1,TNX_chg5,DXY_chg1,DXY_chg5,Gold.mom_5,Gold.mom_10,Gold.mom_21,Gold.mom_63,Gold.mom_126,Gold.mom_252,Gold.ret_1,Gold.ret_5,Gold.ret_21,Gold.vol_21,Gold.vol_63,Gold.vol_126,Gold.rsi_14,Gold.macd,Gold.macd_signal,Gold.macd_hist,Gold.bb_pos,Gold.dd_raw,Gold.dd_21max,Gold.roll_sharpe_63,REITs.mom_5,REITs.mom_10,REITs.mom_21,REITs.mom_63,REITs.mom_126,REITs.mom_252,REITs.ret_1,REITs.ret_5,REITs.ret_21,REITs.vol_21,REITs.vol_63,REITs.vol_126,REITs.rsi_14,REITs.macd,REITs.macd_signal,REITs.macd_hist,REITs.bb_pos,REITs.dd_raw,REITs.dd_21max,REITs.roll_sharpe_63,Bitcoin.mom_5,Bitcoin.mom_10,Bitcoin.mom_21,Bitcoin.mom_63,Bitcoin.mom_126,Bitcoin.mom_252,Bitcoin.ret_1,Bitcoin.ret_5,Bitcoin.ret_21,Bitcoin.vol_21,Bitcoin.vol_63,Bitcoin.vol_126,Bitcoin.rsi_14,Bitcoin.macd,Bitcoin.macd_signal,Bitcoin.macd_hist,Bitcoin.bb_pos,Bitcoin.dd_raw,Bitcoin.dd_21max,Bitcoin.roll_sharpe_63
2023-06-30,2023-07-07,W,Equities,0.00743913816411812,risk_on,0.02781403902355002,,0.01978835704239601,0.033703436733550696,0.06222257300027678,0.09866424228598514,0.09175707790119558,0.01143527476356887,0.028049116351021697,0.033703436733550696,0.06997861062815552,0.06879895608959045,0.07793595756961309,,158.40348808472845,136.7489393227699,21.65454876195855,,0.0,-0.013241175249168236,3.5450355553287904,13.59000015258789,16.020000457763672,0.8483145920262352,3.819000005722046,102.91000366210938,4.132999897003174,3.8550000190734863,-0.2779998779296875,0.00369277628328879,0.01116075720891585,-0.009081495848275223,0.021396074338388527,-0.0041609511420467316,9.720248865052739e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,2023-07-31,M,Gold,0.02288664235862692,risk_on,-0.04875,,,,,,,,,,,,,,,,,,,,,13.59000015258789,16.020000457763672,0.8483145920262352,3.819000005722046,102.91000366210938,4.132999897003174,3.8550000190734863,-0.2779998779296875,0.00369277628328879,0.01116075720891585,-0.009081495848275223,0.021396074338388527,-0.0041609511420467316,9.720248865052739e-05,,-0.008233634089229835,-0.02070967453699124,-0.03533549064643682,0.0589248459120677,0.15647104334090178,0.006663323502016594,0.000392858167326926,-0.02070967453699124,0.06891050744276636,0.10222324389450202,0.12401860189083788,,-1.5372782759438905,-1.4248598811696802,-0.11241839477421034,,-0.08056111798626964,-0.08664708393750431,-1.3569658415537789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,2023-07-07,W,Gold,0.00207547601009761,risk_on,-0.04875,,,,,,,,,,,,,,,,,,,,,13.59000015258789,16.020000457763672,0.8483145920262352,3.819000005722046,102.91000366210938,4.132999897003174,3.8550000190734863,-0.2779998779296875,0.00369277628328879,0.01116075720891585,-0.009081495848275223,0.021396074338388527,-0.0041609511420467316,9.720248865052739e-05,,-0.008233634089229835,-0.02070967453699124,-0.03533549064643682,0.0589248459120677,0.15647104334090178,0.006663323502016594,0.000392858167326926,-0.02070967453699124,0.06891050744276636,0.10222324389450202,0.12401860189083788,,-1.5372782759438905,-1.4248598811696802,-0.11241839477421034,,-0.08056111798626964,-0.08664708393750431,-1.3569658415537789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,2023-07-31,M,REITs,0.020344775895668077,risk_on,0.09259988765875635,,,,,,,,,,,,,,,,,,,,,13.59000015258789,16.020000457763672,0.8483145920262352,3.819000005722046,102.91000366210938,4.132999897003174,3.8550000190734863,-0.2779998779296875,0.00369277628328879,0.01116075720891585,-0.009081495848275223,0.021396074338388527,-0.0041609511420467316,9.720248865052739e-05,,,,,,,,,,,,,,,,,,,,,,0.018974420804206193,0.02205552203121286,0.014448426046238305,-0.004193800515532309,0.10757372783980901,0.0055353937103417294,0.05458062016696674,0.022055522031213304,0.1361787049179851,0.14536969956757143,0.16855856472616224,,0.4497425557186432,0.3164332605304223,0.13330929518822088,,-0.23684457788616264,-0.27634226580703636,0.4662642051494281,,,,,,,,,,,,,,,,,,,,
2023-06-30,2023-07-07,W,REITs,0.0020346774596513573,risk_on,0.09259988765875635,,,,,,,,,,,,,,,,,,,,,13.59000015258789,16.020000457763672,0.8483145920262352,3.819000005722046,102.91000366210938,4.132999897003174,3.8550000190734863,-0.2779998779296875,0.00369277628328879,0.01116075720891585,-0.009081495848275223,0.021396074338388527,-0.0041609511420467316,9.720248865052739e-05,,,,,,,,,,,,,,,,,,,,,,0.018974420804206193,0.02205552203121286,0.014448426046238305,-0.004193800515532309,0.10757372783980901,0.0055353937103417294,0.05458062016696674,0.022055522031213304,0.1361787049179851,0.14536969956757143,0.16855856472616224,,0.4497425557186432,0.3164332605304223,0.13330929518822088,,-0.23684457788616264,-0.27634226580703636,0.4662642051494281,,,,,,,,,,,,,,,,,,,,
2023-07-07,2023-07-14,W,Bitcoin,-0.00027015997178037043,risk_on,0.18737369666740677,,,,,,,,,,,,,,,,,,,,,14.829999923706055,17.239999771118164,0.8602088237002453,4.050000190734863,102.2699966430664,4.336999893188477,4.033999919891357,-0.30299997329711914,-0.03950775085850766,0.09527326185283713,0.002227246129046234,0.05085627777013424,-0.008723481068644734,-0.01035416811246681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00909526150104667,-0.011271395603710155,0.15249485873569069,0.027353908530212134,0.35682601767803,0.4732579598324107,0.014474667943441766,-0.009095261501046559,0.15249485873569135,0.3313027163750648,0.32998057154062915,0.3989432565642269,45.78869514754471,798.9482433709381,891.4678081283249,-92.51956475738677,0.5760131847067895,-0.5509295542353103,-0.6102197835615076,0.4880946076238201
2023-07-07,2023-07-14,W,Equities,0.012037120668846102,risk_on,0.08297322780168596,,0.02733642160695471,0.026867140191756178,0.06988769612319445,0.09875051993676509,0.0868621636347704,-0.00848835445771845,0.00743913816411812,0.026867140191755956,0.07545111505687725,0.06651161666122045,0.07450853854611747,,250.59705860748727,207.6373414715327,42.95971713595458,,-0.008488354457718561,-0.010147485573617221,4.097516259768224,14.829999923706055,17.239999771118164,0.8602088237002453,4.050000190734863,102.2699966430664,4.336999893188477,4.033999919891357,-0.30299997329711914,-0.03950775085850766,0.09527326185283713,0.002227246129046234,0.05085627777013424,-0.008723481068644734,-0.01035416811246681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,2023-07-14,W,Gold,0.01561796515710534,risk_on,-0.04875,,,,,,,,,,,,,,,,,,,,,14.829999923706055,17.239999771118164,0.8602088237002453,4.050000190734863,102.2699966430664,4.336999893188477,4.033999919891357,-0.30299997329711914,-0.03950775085850766,0.09527326185283713,0.002227246129046234,0.05085627777013424,-0.008723481068644734,-0.01035416811246681,,0.005346372531878751,-0.01646206801069683,-0.04705007472703937,0.035654204305350934,0.16636194253266812,0.007500997402107412,0.00207547601009761,-0.01646206801069705,0.0669948506524569,0.08729170615563343,0.12329922829938117,,-1.2724524201260294,-1.4035095752658626,0.13105715513983318,,-0.07865284464389921,-0.08664708393750431,-2.164470876292438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,2023-07-14,W,REITs,0.028663509812643317,risk_on,0.2103171944990263,,,,,,,,,,,,,,,,,,,,,14.829999923706055,17.239999771118164,0.8602088237002453,4.050000190734863,102.2699966430664,4.336999893188477,4.033999919891357,-0.30299997329711914,-0.03950775085850766,0.09527326185283713,0.002227246129046234,0.05085627777013424,-0.008723481068644734,-0.01035416811246681,,,,,,,,,,,,,,,,,,,,,,0.020309499898903738,0.009002354740676566,0.020309499898903738,-0.016171435624805164,0.04409523464407794,-0.002264067282988891,0.0020346774596513573,0.009002354740676122,0.14081986693440648,0.1375908698443824,0.1663594126314628,,0.8085136227199996,0.6367850929962464,0.1717285297237532,,-0.23529180275057704,-0.27634226580703636,0.6522770092321898,,,,,,,,,,,,,,,,,,,,
2023-07-14,2023-07-21,W,Bitcoin,-0.014021337781371157,risk_on,0.13845061441494877,,,,,,,,,,,,,,,,,,,,,13.34000015258789,16.040000915527344,0.8316707849856949,3.819000005722046,99.91000366210938,4.031000137329102,3.9230000972747803,-0.10800004005432129,-0.019838318214570272,-0.10047200126659273,0.01542145413529461,-0.0570370800330513,0.001403297822529348,-0.023076103045096108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005396994446800862,-0.014410283154299708,-0.011773737471430512,0.13165750459682224,0.5026354339436772,0.4344227441130275,-0.036280934592069825,0.00539699444680064,-0.011773737471430401,0.2435666093172749,0.3332216125046663,0.39273761848139416,48.6829217111849,574.3649492068507,679.6133189944383,-105.24836978758754,0.3794594602069572,-0.5510508750942655,-0.5573369548250506,1.6487535214316016
