date_decision,date_period_end,horizon,asset,target_fwd_ret,regime,kpi_composite,Equities.mom_5,Equities.mom_10,Equities.mom_21,Equities.mom_63,Equities.mom_126,Equities.mom_252,Equities.ret_1,Equities.ret_5,Equities.ret_21,Equities.vol_21,Equities.vol_63,Equities.vol_126,Equities.rsi_14,Equities.macd,Equities.macd_signal,Equities.macd_hist,Equities.bb_pos,Equities.dd_raw,Equities.dd_21max,Equities.roll_sharpe_63,VIX,VIX3M,vix_ts_ratio,TNX,DXY,FVX,TYX,yc_slope,VIX_chg1,VIX_chg5,TNX_chg1,TNX_chg5,DXY_chg1,DXY_chg5,Gold.mom_5,Gold.mom_10,Gold.mom_21,Gold.mom_63,Gold.mom_126,Gold.mom_252,Gold.ret_1,Gold.ret_5,Gold.ret_21,Gold.vol_21,Gold.vol_63,Gold.vol_126,Gold.rsi_14,Gold.macd,Gold.macd_signal,Gold.macd_hist,Gold.bb_pos,Gold.dd_raw,Gold.dd_21max,Gold.roll_sharpe_63,REITs.mom_5,REITs.mom_10,REITs.mom_21,REITs.mom_63,REITs.mom_126,REITs.mom_252,REITs.ret_1,REITs.ret_5,REITs.ret_21,REITs.vol_21,REITs.vol_63,REITs.vol_126,REITs.rsi_14,REITs.macd,REITs.macd_signal,REITs.macd_hist,REITs.bb_pos,REITs.dd_raw,REITs.dd_21max,REITs.roll_sharpe_63,Bitcoin.mom_5,Bitcoin.mom_10,Bitcoin.mom_21,Bitcoin.mom_63,Bitcoin.mom_126,Bitcoin.mom_252,Bitcoin.ret_1,Bitcoin.ret_5,Bitcoin.ret_21,Bitcoin.vol_21,Bitcoin.vol_63,Bitcoin.vol_126,Bitcoin.rsi_14,Bitcoin.macd,Bitcoin.macd_signal,Bitcoin.macd_hist,Bitcoin.bb_pos,Bitcoin.dd_raw,Bitcoin.dd_21max,Bitcoin.roll_sharpe_63
2015-01-16,2015-01-23,W,Gold,0.013956960175642852,neutral,,,,,,,,,,,,,,,,,,,,,,20.950000762939453,21.149999618530273,0.9905437891632114,1.815000057220459,92.5199966430664,1.2829999923706055,2.434999942779541,1.1519999504089355,-0.06431436650126654,0.19373228909885554,0.022535257239210793,-0.07914759126466242,0.001840803159222082,0.006308398806382343,,0.046106504182454655,,,,,0.013064281211881523,0.04485753377971968,,,,,,1.6580832768393918,1.0181442690282658,0.639939007811126,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,2015-01-23,W,REITs,0.0061832476227723365,neutral,,,,,,,,,,,,,,,,,,,,,,20.950000762939453,21.149999618530273,0.9905437891632114,1.815000057220459,92.5199966430664,1.2829999923706055,2.434999942779541,1.1519999504089355,-0.06431436650126654,0.19373228909885554,0.022535257239210793,-0.07914759126466242,0.001840803159222082,0.006308398806382343,,,,,,,,,,,,,,,,,,,,,,0.04611278623313697,,,,,0.008661537002791375,0.02596019370057223,,,,,,0.7816413773699722,0.5339406875356173,0.2477006898343549,,0.0,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,2015-01-30,W,Bitcoin,-0.02771394076697098,neutral,,,,,,,,,,,,,,,,,,,,,,16.65999984741211,19.0,0.8768420972322163,1.8170000314712524,95.0,1.3240000009536743,2.3940000534057617,1.0700000524520874,0.01585367286155681,-0.2559178069868764,-0.04166666404691266,0.02366200331113033,0.008064538979819513,0.02869519837210932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10716031169746154,0.031072232949732603,-0.26077672034082444,,,,-0.0022579027249116645,0.10716031169746154,-0.26077672034082466,1.3085786810858453,,,35.665554703058575,-20.435025395573263,-22.427731366056268,1.992705970483005,0.43160457256292395,-0.26077672034082466,-0.43465111636003184,
2015-01-23,2015-01-30,W,Equities,-0.003021777800079728,neutral,,,0.0646069828557363,0.052427136582651857,,,,0.008468876599840858,0.037797436170665444,0.05242713658265208,0.16719299994735307,,,,100.53539851947426,43.494618050867174,57.04078046860708,,0.0,-0.034941556537377516,,16.65999984741211,19.0,0.8768420972322163,1.8170000314712524,95.0,1.3240000009536743,2.3940000534057617,1.0700000524520874,0.01585367286155681,-0.2559178069868764,-0.04166666404691266,0.02366200331113033,0.008064538979819513,0.02869519837210932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,2015-01-30,W,Gold,-0.0062787280657984335,neutral,,,,,,,,,,,,,,,,,,,,,,16.65999984741211,19.0,0.8768420972322163,1.8170000314712524,95.0,1.3240000009536743,2.3940000534057617,1.0700000524520874,0.01585367286155681,-0.2559178069868764,-0.04166666404691266,0.02366200331113033,0.008064538979819513,0.02869519837210932,,0.05137101816772116,0.08897266271883852,,,,-0.007985306821000182,0.013956960175642852,0.08897266271883875,0.1348917578547068,,,,2.8096109142037875,2.1153622842233846,0.6942486299804029,,-0.007985306821000182,-0.010075138981417209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,2015-01-30,W,REITs,-0.0151346525870093,neutral,,,,,,,,,,,,,,,,,,,,,,16.65999984741211,19.0,0.8768420972322163,1.8170000314712524,95.0,1.3240000009536743,2.3940000534057617,1.0700000524520874,0.01585367286155681,-0.2559178069868764,-0.04166666404691266,0.02366200331113033,0.008064538979819513,0.02869519837210932,,,,,,,,,,,,,,,,,,,,,,0.02603624377299929,0.06884006317754343,,,,-0.0028361524980445862,0.0061832476227723365,0.06884006317754365,0.09827811051258774,,,,0.9192462421585859,0.7867611978681754,0.13248504429041041,,-0.0028361524980444752,-0.008587159007300893,,,,,,,,,,,,,,,,,,,,,
2015-01-30,2015-02-06,W,Bitcoin,-0.01836809771878678,neutral,,,,,,,,,,,,,,,,,,,,,,20.969999313354492,21.81999969482422,0.9610448948965225,1.6749999523162842,94.80000305175781,1.187000036239624,2.250999927520752,1.063999891281128,0.11780378771372657,0.25870345170572606,-0.04340382203626214,-0.07815084022865348,0.00021106006244542286,-0.0021052310341282965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1075721825731012,0.07150462785784129,-0.2203210268420146,,,,-0.03035375941254781,-0.1075721825731013,-0.22032102684201438,1.3337487414172389,,,56.62886075189311,-8.864035793506332,-12.343659692257827,3.4796238987514947,0.4564170836923018,-0.28126351052686516,-0.43465111636003184,
2015-01-30,2015-02-06,W,Equities,-0.016784227245304262,neutral,,,0.01302966860707877,0.06329897889130298,,,,-0.01602363904552817,-0.003021777800079728,0.06329897889130343,0.12779675648405509,,,,152.47802141438297,118.14948313351066,34.32853828087231,,-0.01602363904552817,-0.01602363904552817,,20.969999313354492,21.81999969482422,0.9610448948965225,1.6749999523162842,94.80000305175781,1.187000036239624,2.250999927520752,1.063999891281128,0.11780378771372657,0.25870345170572606,-0.04340382203626214,-0.07815084022865348,0.00021106006244542286,-0.0021052310341282965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,2015-02-06,W,Gold,-0.03896312415957681,neutral,,,,,,,,,,,,,,,,,,,,,,20.969999313354492,21.81999969482422,0.9610448948965225,1.6749999523162842,94.80000305175781,1.187000036239624,2.250999927520752,1.063999891281128,0.11780378771372657,0.25870345170572606,-0.04340382203626214,-0.07815084022865348,0.00021106006244542286,-0.0021052310341282965,,-0.006038647491372728,0.052788629534735065,,,,0.022275544587827323,-0.0062787280657984335,0.05278862953473529,0.17315735643066665,,,,2.2447402605815086,2.4374011012599928,-0.1926608406784842,,-0.014213897316747381,-0.03569433123755972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,2015-02-06,W,REITs,-0.015598064293831926,neutral,,,,,,,,,,,,,,,,,,,,,,20.969999313354492,21.81999969482422,0.9610448948965225,1.6749999523162842,94.80000305175781,1.187000036239624,2.250999927520752,1.063999891281128,0.11780378771372657,0.25870345170572606,-0.04340382203626214,-0.07815084022865348,0.00021106006244542286,-0.0021052310341282965,,,,,,,,,,,,,,,,,,,,,,-0.0011541886648002153,0.0166803978361465,,,,-0.02059519419201017,-0.0151346525870093,0.01668039783614672,0.11989004542984201,,,,0.8704703702059575,0.9232152839424467,-0.05274491373648915,,-0.02368856889954707,-0.02368856889954707,,,,,,,,,,,,,,,,,,,,,
2015-02-06,2015-02-13,W,Bitcoin,0.05921281302721826,neutral,,,,,,,,,,,,,,,,,,,,,,17.290000915527344,19.8799991607666,0.869718392626965,1.937999963760376,94.69999694824219,1.4639999866485596,2.5190000534057617,1.0550000667572021,0.026112790747559567,-0.1754887228576868,0.06776854141166377,0.15701493667531197,0.0,-0.001054916669791961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020733807032641716,-0.15640572608089676,0.06808846998921014,,,,0.023743680503459652,-0.020733807032641827,0.06808846998920948,0.7742609669795694,,,46.305723694840374,-9.328407995810693,-9.88508198485512,0.5566739890444268,0.3560400171575077,-0.29446533259956553,-0.367492869541699,
2015-02-06,2015-02-13,W,Equities,0.0166781393214388,neutral,,,-0.02799508392486394,0.017295450137191137,,,,-0.005814064934449137,-0.016784227245304262,0.017295450137191137,0.10112415076652033,,,,95.33968906118571,120.86669025604041,-25.527001194854705,,-0.032538921891795636,-0.032538921891795636,,17.290000915527344,19.8799991607666,0.869718392626965,1.937999963760376,94.69999694824219,1.4639999866485596,2.5190000534057617,1.0550000667572021,0.026112790747559567,-0.1754887228576868,0.06776854141166377,0.15701493667531197,0.0,-0.001054916669791961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,2015-02-13,W,Gold,-0.005563014464853522,neutral,,,,,,,,,,,,,,,,,,,,,,17.290000915527344,19.8799991607666,0.869718392626965,1.937999963760376,94.69999694824219,1.4639999866485596,2.5190000534057617,1.0550000667572021,0.026112790747559567,-0.1754887228576868,0.06776854141166377,0.15701493667531197,0.0,-0.001054916669791961,,-0.04630226740818988,-0.031668277503479225,,,,-0.025864204796777424,-0.03896312415957681,-0.03166827750347945,0.1742882064331208,,,,1.101618792365727,1.7949094512556913,-0.6932906588899643,,-0.05262320363038009,-0.05262320363038009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,2015-02-13,W,REITs,-0.00164295249277846,neutral,,,,,,,,,,,,,,,,,,,,,,17.290000915527344,19.8799991607666,0.869718392626965,1.937999963760376,94.69999694824219,1.4639999866485596,2.5190000534057617,1.0550000667572021,0.026112790747559567,-0.1754887228576868,0.06776854141166377,0.15701493667531197,0.0,-0.001054916669791961,,,,,,,,,,,,,,,,,,,,,,-0.0389171373726549,-0.024501966285340515,,,,-0.029060129674678303,-0.015598064293831926,-0.024501966285340515,0.15875191020869941,,,,0.44642472032226266,0.6842301212896873,-0.23780540096742464,,-0.0389171373726549,-0.0389171373726549,,,,,,,,,,,,,,,,,,,,,
2015-02-13,2015-02-20,W,Bitcoin,0.03547598591322898,risk_on,,,,,,,,,,,,,,,,,,,,,,14.6899995803833,18.1299991607666,0.8102592531924946,2.0209999084472656,94.19999694824219,1.5160000324249268,2.625999927520752,1.1099998950958252,-0.04237291823591893,-0.15037600910761684,0.01762334725408965,0.04282762963825948,0.0011690999535862723,-0.005279831215551867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05377956086416935,0.03590033083939326,0.01094132220780586,,,,0.061610513511999754,0.05377956086416935,0.01094132220780586,0.7201244919615343,,,55.21564629350557,-6.5111874915635894,-8.31136508808235,1.8001775965187612,0.5651690690747788,-0.25268864025456295,-0.31082879353798354,
2015-02-13,2015-02-20,W,Equities,0.003191142964624305,risk_on,,,0.0055901235537192395,-0.0034066289449176113,,,,0.0107845558389561,0.0166781393214388,-0.0034066289449181664,0.10919084517535604,,,,49.67635902076108,68.70658573829812,-19.030226717537033,,-0.01640347124303787,-0.04758527298284798,,14.6899995803833,18.1299991607666,0.8102592531924946,2.0209999084472656,94.19999694824219,1.5160000324249268,2.625999927520752,1.1099998950958252,-0.04237291823591893,-0.15037600910761684,0.01762334725408965,0.04282762963825948,0.0011690999535862723,-0.005279831215551867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,2015-02-20,W,Gold,-0.0228852729345006,risk_on,,,,,,,,,,,,,,,,,,,,,,14.6899995803833,18.1299991607666,0.8102592531924946,2.0209999084472656,94.19999694824219,1.5160000324249268,2.625999927520752,1.1099998950958252,-0.04237291823591893,-0.15037600910761684,0.01762334725408965,0.04282762963825948,0.0011690999535862723,-0.005279831215551867,,-0.025361417740002556,-0.05030990768021393,,,,0.005454295543013465,-0.005563014464853522,-0.05030990768021393,0.16829492367009202,,,,-0.20470970681599,0.5819151972654155,-0.7866249040814055,,-0.05789347445225079,-0.06516013290242795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,2015-02-20,W,REITs,-0.005290454540294753,risk_on,,,,,,,,,,,,,,,,,,,,,,14.6899995803833,18.1299991607666,0.8102592531924946,2.0209999084472656,94.19999694824219,1.5160000324249268,2.625999927520752,1.1099998950958252,-0.04237291823591893,-0.15037600910761684,0.01762334725408965,0.04282762963825948,0.0011690999535862723,-0.005279831215551867,,,,,,,,,,,,,,,,,,,,,,-0.02308493297368741,-0.03208949354959845,,,,-0.006656489872604698,-0.00164295249277846,-0.032089493549598336,0.15256772029034668,,,,-0.013244222284143348,0.23875886574391944,-0.2520030880280628,,-0.040496150857575075,-0.04568497928435966,,,,,,,,,,,,,,,,,,,,,
2015-02-20,2015-02-27,W,Bitcoin,0.04122174463287842,risk_on,,,,,,,,,,,,,,,,,,,,,,14.300000190734863,17.290000915527344,0.8270676364101693,2.132999897003174,94.25,1.6050000190734863,2.734999895095825,1.1299998760223389,-0.0647481866310079,-0.06779660700834977,0.009465206682851557,0.07401810648703244,-0.0015889991891343547,0.0017005385092669911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03813056585172303,0.10889788413137746,0.07664349639992318,,,,0.014549519225243168,0.03813056585172281,0.07664349639992296,0.6607009120355546,,,60.737707290249766,0.22414713566709565,-2.6516556582790183,2.875802793946114,0.8101896853531364,-0.22617703298343772,-0.31082879353798354,
2015-02-20,2015-02-27,W,Equities,0.0012452454816183067,risk_on,,,0.03129394035404598,0.0028038935229970363,,,,-0.006936269340802492,0.003191142964624305,0.0028038935229968143,0.09406181451249646,,,,76.07332566648256,67.4867553057734,8.58657036070916,,-0.013264674100266216,-0.04758527298284798,,14.300000190734863,17.290000915527344,0.8270676364101693,2.132999897003174,94.25,1.6050000190734863,2.734999895095825,1.1299998760223389,-0.0647481866310079,-0.06779660700834977,0.009465206682851557,0.07401810648703244,-0.0015889991891343547,0.0017005385092669911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,2015-02-27,W,Gold,0.0076336302232034026,risk_on,,,,,,,,,,,,,,,,,,,,,,14.300000190734863,17.290000915527344,0.8270676364101693,2.132999897003174,94.25,1.6050000190734863,2.734999895095825,1.1299998760223389,-0.0647481866310079,-0.06779660700834977,0.009465206682851557,0.07401810648703244,-0.0015889991891343547,0.0017005385092669911,,-0.026926668426916378,-0.06618062673886238,,,,-0.005692631086866906,-0.0228852729345006,-0.06618062673886183,0.12437751556556499,,,,-1.0617048774088715,-0.44732506407938377,-0.6143798133294878,,-0.07945383942278517,-0.07945383942278517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,2015-02-27,W,REITs,-0.014655696571466259,risk_on,,,,,,,,,,,,,,,,,,,,,,14.300000190734863,17.290000915527344,0.8270676364101693,2.132999897003174,94.25,1.6050000190734863,2.734999895095825,1.1299998760223389,-0.0647481866310079,-0.06779660700834977,0.009465206682851557,0.07401810648703244,-0.0015889991891343547,0.0017005385092669911,,,,,,,,,,,,,,,,,,,,,,-0.003063690802770136,-0.022414767210589326,,,,0.009665975112572278,-0.005290454540294753,-0.022414767210589548,0.1574985851369427,,,,-0.1897598231491031,-0.037281737731701035,-0.15247808541740207,,-0.0455723623527009,-0.05470951663901946,,,,,,,,,,,,,,,,,,,,,
2015-02-27,2015-03-06,W,Bitcoin,0.07444012794327426,risk_on,,,,,,,,,,,,,,,,,,,,,,13.34000015258789,16.889999389648438,0.7898164970191607,2.002000093460083,95.25,1.5049999952316284,2.5999999046325684,1.09499990940094,-0.04097769238511273,-0.06713286890506254,-0.00694441405737678,-0.06141575708800695,-0.0004197808284502891,0.010610079575596787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07564719250689422,0.04194410038067109,0.1420010057375094,,,,0.07360446158209011,0.075647192506894,0.14200100573750918,0.6187073288679898,,,59.022663050602354,1.7990105429637708,0.20720079160305446,1.5918097513607163,0.9228736795457175,-0.19427870024602467,-0.3042453193456267,
2015-02-27,2015-03-06,W,Equities,0.01053189457284942,risk_on,,,,0.02119255850349222,,,,0.018511375395821705,0.0012452454816183067,0.021192558503492,0.11884589861390256,,,,48.983079866584376,59.16290549371404,-10.179825627129667,,-0.01203594639413641,-0.04758527298284798,,13.34000015258789,16.889999389648438,0.7898164970191607,2.002000093460083,95.25,1.5049999952316284,2.5999999046325684,1.09499990940094,-0.04097769238511273,-0.06713286890506254,-0.00694441405737678,-0.06141575708800695,-0.0004197808284502891,0.010610079575596787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,2015-03-06,W,Gold,-0.03701793144106502,risk_on,,,,,,,,,,,,,,,,,,,,,,13.34000015258789,16.889999389648438,0.7898164970191607,2.002000093460083,95.25,1.5049999952316284,2.5999999046325684,1.09499990940094,-0.04097769238511273,-0.06713286890506254,-0.00694441405737678,-0.06141575708800695,-0.0004197808284502891,0.010610079575596787,,0.0012930051126347486,-0.02090353793238009,,,,0.0007754283408443197,0.0076336302232034026,-0.02090353793237998,0.08466607513534528,,,,-1.156916958977888,-1.036430322040506,-0.12048663693738204,,-0.07242673042954895,-0.07961351875306055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,2015-03-06,W,REITs,-0.0359844283905314,risk_on,,,,,,,,,,,,,,,,,,,,,,13.34000015258789,16.889999389648438,0.7898164970191607,2.002000093460083,95.25,1.5049999952316284,2.5999999046325684,1.09499990940094,-0.04097769238511273,-0.06713286890506254,-0.00694441405737678,-0.06141575708800695,-0.0004197808284502891,0.010610079575596787,,,,,,,,,,,,,,,,,,,,,,-0.01744285088641906,-0.021478925116189762,,,,0.007857451505344226,-0.014655696571466259,-0.021478925116189984,0.13816063528206832,,,,-0.4002764613637808,-0.24432744454306576,-0.15594901682071505,,-0.05956016420948118,-0.06689201495125119,,,,,,,,,,,,,,,,,,,,,
2015-03-06,2015-03-13,W,Bitcoin,0.04625210944625757,risk_on,,,,,,,,,,,,,,,,,,,,,,15.199999809265137,17.510000228881836,0.8680753632540522,2.240000009536743,97.62000274658203,1.6959999799728394,2.8389999866485596,1.1430000066757202,0.08262107197748247,0.1394302575263775,0.060606070868568285,0.11888107141160109,0.012865797141533797,0.024881918599286346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048120292286254474,0.14236702304276228,0.1584184893016658,-0.13430070360571655,,,-0.012510109338315867,0.04812029228625403,0.1584184893016647,0.6230387270565751,0.9275168677944462,,69.26517089056142,10.197580422930457,6.6071698909465955,3.5904105319838617,0.8340974785752159,-0.13430070360571755,-0.25771669952704546,-0.14841517667140824
2015-03-06,2015-03-13,W,Equities,-0.03244664484909521,risk_on,,,,,,,,0.0,0.01053189457284942,0.01501902220203255,0.10381154909672309,0.12901895457889367,,,79.0566472886203,69.92279347011531,9.133853818504988,,-0.006502709462275935,-0.029992126281443432,2.0051126322117283,15.199999809265137,17.510000228881836,0.8680753632540522,2.240000009536743,97.62000274658203,1.6959999799728394,2.8389999866485596,1.1430000066757202,0.08262107197748247,0.1394302575263775,0.060606070868568285,0.11888107141160109,0.012865797141533797,0.024881918599286346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
