decision_date,period_end,regime,VIX,TNX_5d_chg,DXY_5d_chg,w_Equities,w_Gold,w_REITs,w_Bitcoin,exp_portfolio,real_Equities,real_Gold,real_REITs,real_Bitcoin,real_portfolio,muD_Equities,muD_Gold,muD_REITs,muD_Bitcoin,muH_Equities,muH_Gold,muH_REITs,muH_Bitcoin,volAnn_Equities,volAnn_Gold,volAnn_REITs,volAnn_Bitcoin,sigRA_pre_Equities,sigRA_pre_Gold,sigRA_pre_REITs,sigRA_pre_Bitcoin,muTilt_Equities,muTilt_Gold,muTilt_REITs,muTilt_Bitcoin,sigRA_post_Equities,sigRA_post_Gold,sigRA_post_REITs,sigRA_post_Bitcoin,kpi_equities,kpi_gold,kpi_reit,kpi_btc
2017-01-31,2017-02-28,risk_on,11.989999771118164,-0.008093881538480093,-0.00837066617501991,0.24668610958006926,0.25331389041993085,0.3,0.2,0.0964482813088921,0.037178911140715476,0.03184768678480654,0.035085304203744894,0.21595868139061847,0.07095630992730813,0.0018101567346628818,0.0019379062748807587,0.005757963473277582,0.009273033696603625,0.038013291427920516,0.04069603177249593,0.12091723293882922,0.19473370762867614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03842507607889667,0.041092818082277764,0.11961728937386576,0.2033739017588545,0.0,0.0,0.0,0.0,0.036108830666677534,0.0325,-0.03583562996960881,0.14789759539479638
2017-02-28,2017-03-31,risk_on,12.920000076293945,-0.02843016251364497,-0.0024662128166749943,0.2404571197627312,0.25954288023726885,0.29999999999999993,0.19999999999999996,0.07881732500592782,0.03312653763289486,-0.004277464747725723,-0.024236518722571376,-0.0916802412998381,-0.01875167757055952,0.001295565511005954,0.0016021214763161154,0.0034515034461222818,0.00918898336567494,0.027206875731125034,0.033644551002638426,0.07248157236856792,0.19296865067917374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02748162528845539,0.03397258537491415,0.07663793806512954,0.2020022423290831,0.0,0.0,0.0,0.0,0.033661779721371486,0.0325,0.19114585775570436,0.15604592798043748
2017-03-31,2017-04-30,risk_on,12.369999885559082,-0.001666744483838698,0.007226751385646798,0.316270759930162,0.2091385234071501,0.2745907166626878,0.19999999999999996,0.02102011128426125,0.014203548678294098,0.017267481479825264,0.002421199996494261,0.25760640192872564,0.06028958214180626,0.0011347070209470846,0.0007175353181471724,0.0009396500288723063,0.0010481002167593936,0.023828847439888775,0.015068241681090621,0.019732650606318434,0.022010104551947265,0.07554268746133996,0.08357761007535555,0.09758819656099225,0.5841532725889934,0.3154355271260838,0.18029041112212635,0.20220325102519546,0.03767864631554232,0.02407656454947967,0.015215157037481254,0.02062901355551269,0.022793934126052243,0.31871469441434935,0.18204824263056707,0.21138840846002963,0.039020468078572096,0.03465227181966322,0.0325,0.151417899040764,0.11870753457122696
2017-04-30,2017-05-31,risk_on,10.819999694824219,0.003959552545073751,-0.0004036056878682074,0.3145794768885049,0.2638627925736754,0.22155773053781966,0.2,0.03254362659240448,0.034092701777315604,-0.0012419798017191397,-0.0072470844417863445,0.6962881891411035,0.14804914227830462,0.0008297658048164694,0.0004785508275086077,0.0001706697971168056,0.005377028741131927,0.017425081901145858,0.010049567377680762,0.0035840657394529173,0.11291760356377048,0.07117011636063239,0.0813130177819007,0.0910871938270392,0.5687902161559969,0.2448370579141628,0.12359112540424831,0.03934763591749808,0.19852240836154186,0.017700413932170388,0.010147550659613149,0.0038473685083039747,0.11722732173420719,0.24870570454710308,0.12479613887693973,0.04223830317585088,0.20609939904813046,0.052669677075554165,0.0325,0.2448827560579745,0.12722309703177445
2017-05-31,2017-06-30,risk_on,10.40999984741211,-0.030891408756022146,-0.0032908237541564864,0.31591330145472746,0.2559739381318802,0.2281127604133924,0.2,0.057568758700775914,-0.010429997076782938,-0.021555347739281583,0.022326324082455384,0.08503732193929947,0.01328780174487711,0.001108181236811986,0.0003584358785732283,-4.023565621804717e-05,0.011222998563421118,0.023271805973051705,0.007527153450037795,-0.0008449487805789905,0.23568296983184348,0.07025369924781265,0.08483711062010005,0.07803077838362273,0.5078246208350808,0.33125381612949406,0.08872477380499594,-0.010828403843736746,0.46410307842947807,0.0239520314458725,0.007600543196175663,-0.0008466539090987276,0.24124792478307813,0.3409362311496821,0.08958984034959463,-0.010850255843102357,0.4750614973853835,0.09743198466683771,0.0325,0.0067267529856210664,0.07870678925458166
2017-06-30,2017-07-31,risk_on,11.180000305175781,0.07369402445658581,-0.01685508055715122,0.26302248464998906,0.2523568586505018,0.28462065669950914,0.19999999999999996,0.02550720914324458,0.05841876250461331,0.02313170169958667,0.012375654211897347,0.1590187138323087,0.05652900123562717,6.920669828534844e-05,-0.000283282197342975,0.00019516048662587577,0.006087433554643419,0.001453340663992317,-0.005948926144202475,0.004098370219143391,0.1278361046475118,0.0641132847057349,0.08285176716315092,0.08090057951321486,0.652474701746362,0.022668323275945285,-0.07180204294843713,0.050659343156793275,0.19592499801962562,0.0014169858527015916,-0.006006928174108449,0.004286419324291173,0.12715198022370555,0.02210128305241617,-0.07250211286718439,0.052983790104878054,0.19487649081777522,-0.08338217412119363,0.0325,0.15294624862456208,-0.0178385813014934
2017-07-31,2017-08-31,risk_on,10.260000228881836,0.016858965252765482,-0.011917458039752245,0.30513123788844326,0.25786580938822584,0.23700295272333086,0.19999999999999996,0.038547731646320776,-0.015798118994665766,0.041987575112416575,-0.00261135600742346,0.6357682892979801,0.13254141921068577,0.0009825316845646559,0.0005863323654120625,0.0004049192128630777,0.006366801126100469,0.020633165375857774,0.012312979673653314,0.008503303470124632,0.13370282364810984,0.05546026704273555,0.07520725436087089,0.09022720425397679,0.8513700766724289,0.3720350888314088,0.16372063809923576,0.09424323340651272,0.15704430694896623,0.020780087396098917,0.012433031225471432,0.008748658905418781,0.13463783101330143,0.3746842289830047,0.1653169143207033,0.09696254004271868,0.15814254541283854,0.023735576124616378,0.0325,0.09618043785617233,0.023310586360599538
2017-08-31,2017-09-30,risk_on,10.59000015258789,-0.033272540580330814,-0.006539457743721044,0.2513038889710254,0.3033316707458415,0.2453644402831332,0.2,0.05966478961626481,-0.013037112307784704,-0.03369891808976033,-0.0011406604388176644,-0.0775355998929882,-0.029285223639113827,0.00024205963881502747,0.000942343985260454,0.00015249257076922271,0.011939975737528833,0.005083252415115577,0.019789223690469534,0.003202343986153677,0.2507394904881055,0.08066670362825366,0.07992456724879454,0.09997740541675584,0.8361949771544784,0.0630154969334232,0.24759875932600692,0.03203067705952865,0.29985768551415726,0.0051065425857061775,0.01998216862145161,0.0034083533774484083,0.25741991146732945,0.06330421792415479,0.25001284722943545,0.034091236547304726,0.30784675643868853,0.015272486122824409,0.0325,0.2144360424587705,0.08880958435146369
2017-09-30,2017-10-31,risk_on,9.510000228881836,0.04774772307574998,0.004641125721467732,0.2640551164753889,0.2640551164753889,0.2718897670492223,0.19999999999999996,0.018022391614967645,0.05585070562993555,-0.007484813689786818,-0.01071126529604316,0.4908578726350423,0.1080305523305569,-0.0003832483244747483,-0.0004128419365436343,4.183792191497333e-05,0.005492494445078514,-0.008048214813969714,-0.008669680667416321,0.0008785963602144399,0.11534238334664879,0.08793150549601719,0.0926663262977644,0.08426408440066585,0.841219867445573,-0.09152822721014658,-0.09355804868705019,0.010426700372567002,0.13711324210267947,-0.0077263047064709345,-0.00875421005392363,0.0008740071247932754,0.11068261133019298,-0.08786730834286573,-0.09447023966174892,0.010372237840234208,0.13157393876857545,-0.13332567736637424,0.0325,-0.01741123921814082,-0.1346649248741862
2017-10-31,2017-11-30,risk_on,10.180000305175781,-0.012468816562858129,0.006279310057833507,0.32645135457442936,0.23677432271278537,0.23677432271278537,0.2,0.04555398264604448,-0.010522191136697723,0.003563440057185341,0.0266426596037046,0.5820913616777115,0.12013531757487839,0.0009794641519253109,-0.0002876173143258203,-0.00038826097485144883,0.009640022805609447,0.020568747190431527,-0.006039963600842226,-0.008153480471880425,0.2024404789177984,0.08061647496849196,0.08615405025372855,0.06630829414188014,0.8194903013986886,0.2551432222566242,-0.0701065542833354,-0.12296320660028424,0.2470321839956828,0.020708447008331476,-0.0060988532459504375,-0.0076236413699267355,0.2102140821882302,0.2568761164070389,-0.07079009318759791,-0.11497266621901625,0.25651808426462314,0.022639495510116753,0.0325,-0.21661060524234155,0.1279981703262072
2017-11-30,2017-12-31,risk_on,11.279999732971191,0.03290604443083217,0.0026951271479364733,0.2811290217405266,0.2562805952943273,0.2625903829651461,0.19999999999999996,0.06998102285151388,0.029741251588643713,0.021057003170010136,-0.0014742414019749406,0.38332560692098316,0.09003563004184797,0.0004295081724060261,1.568123626337009e-05,0.00011200133486363393,0.01489491778620543,0.009019671620526548,0.0003293059615307719,0.0023520280321363126,0.312793273510314,0.06688686414245579,0.07179215911128409,0.062253016496701535,0.6317148229461538,0.13484967095058353,0.0045869349188999734,0.03778175202579837,0.4951494917461766,0.008915385177387807,0.0003325166946556969,0.0025119737258628306,0.33364905809515244,0.13329052410649422,0.004631657534359248,0.04035103625855507,0.5281640480416463,-0.03854036951168332,0.0325,0.2266777032999358,0.2222531231867082
2017-12-31,2018-01-31,risk_on,11.039999961853027,-0.02513175356622779,-0.0122238833748167,0.28822232625100735,0.2864464535440912,0.22533122020490148,0.19999999999999996,0.041108531683489304,0.04719534226425237,0.03234937283169237,-0.0425404818197026,-0.27798738893088437,-0.042314062005085716,0.0006844742404706362,0.0006786137264910945,0.00012336334139630319,0.007747385772549076,0.01437395904988336,0.014250888256312984,0.002590630169322367,0.1626951012235306,0.07852136764800964,0.07249152691485719,0.07850795994015376,1.0821123009330065,0.18305793034983786,0.1965869510936216,0.03299831216219593,0.15034955344584244,0.014731675778717349,0.014389834416812035,0.0026256384153380825,0.16074489238622133,0.18761359130619737,0.19850367386678439,0.03344423186310782,0.14854732937387896,0.08295481376948642,0.0325,0.04504469791465571,-0.03995631137923891
