horizon,label,decision_date,period_start,period_end,exp_ret,realized_ret,turnover,btc_kpi,w_Equities,w_Gold,w_REITs,w_Bitcoin
halfyear,H1 2023,2022-12-31,2023-01-01,2023-06-30,0.10027150882544095,0.08322584388897036,0.4790574645479513,-0.2290729551892442,0.09380460105935769,0.8123907978812847,0.04690230052967884,0.04690230052967884
halfyear,H2 2023,2023-06-30,2023-07-01,2023-12-31,0.1340459898827075,0.15984561112200635,0.6499126383050279,0.5564078015824427,0.557258173102205,0.16247815957625694,0.1217374753328269,0.15852619198871123
