horizon,label,decision_date,period_start,period_end,exp_ret,realized_ret,turnover,btc_kpi,w_Equities,w_Gold,w_REITs,w_Bitcoin
yearly,Y2023,2022-12-31,2023-01-01,2023-12-31,0.2007736934023077,0.18520209567100454,0.47909756805074866,-0.2290729551892442,0.09378454930795901,0.812430901384082,0.04689227465397951,0.04689227465397951
