horizon,label,decision_date,period_start,period_end,exp_ret,realized_ret,turnover,btc_kpi,w_Equities,w_Gold,w_REITs,w_Bitcoin
quarterly,Q2 2023,2023-03-31,2023-04-01,2023-06-30,0.13978326011765643,0.01308843589612807,0.35714285714285715,0.5580330250259188,0.09523809523809523,0.6256668818254655,0.047619047619047616,0.23147597531739164
quarterly,Q3 2023,2023-06-30,2023-07-01,2023-09-30,0.0780730645639473,-0.024420885161893224,0.5347893644980651,0.5564078015824427,0.5569529797419864,0.1251333763650931,0.12069352761322164,0.19722011627969893
quarterly,Q4 2023,2023-09-30,2023-10-01,2023-12-31,-0.008752284751388895,0.31391735757785977,0.2685116102387981,0.22397765460414654,0.39800802386433776,0.09084016641144348,0.04542008320572174,0.465731726518497
