Date,Equities,Gold,REITs,Bitcoin
2015-01-05,-0.0020308386436523884,0.015092769320457444,0.005473083696925007,-0.12874251584016183
2015-01-06,-0.029963988501869876,0.012791780132704655,0.009918951409052301,0.04268162514326268
2015-01-07,-0.0031067936900222026,-0.007135301315331799,0.015331163157836558,0.028470732229305185
2015-01-08,0.016353724358093125,-0.0018172403900885703,0.0037749169222174306,-0.03733137995621494
2015-01-09,0.006059844193054609,0.0062892878454074985,0.0004701012721695097,0.024912706601556422
2015-01-12,0.004647232784114941,0.013733512476870935,0.00763539935216917,-0.07786286992481894
2015-01-13,-0.002835469106692301,0.0012980430920994657,-0.0015154727823258884,-0.1565930750498653
2015-01-14,-0.0026327909136885097,8.09977979279175e-05,0.008639788097913215,-0.21144862196566871
2015-01-15,0.026167234392820093,0.024546278482289408,0.002315047455205166,0.17821708719158869
2015-01-16,0.0023132877520259942,0.00964661478074924,0.008661508623621472,-0.00832520380537527
2015-01-20,0.02135354469897277,0.013548380003948202,-0.007900101224441847,0.015463953432525379
2015-01-21,0.0038985684884169647,-0.0003863390657272703,-0.0006925007147329243,0.0737382606648691
2015-01-22,0.0036543204794088346,0.0054108373380235,0.017784974946966958,0.028687036825075563
2015-01-23,0.008468876599840858,-0.006227397470600193,-0.0028367185724643695,-0.0022579027249116645
2015-01-27,0.00847711461998868,-0.000696289982254239,0.008761997001894395,0.13138156978285487
2015-01-28,0.0004264412420740271,-0.004490150171911567,-0.006655430988491529,-0.11219285371519871
2015-01-29,0.0042684008302582566,-0.02434096604235414,0.00352038606158267,-0.001718542245643162
2015-01-30,-0.01602363904552817,0.019049916211659745,-0.020595220530245095,-0.03035375941254781
2015-02-02,-0.0013054977908750764,-0.0017990213751466477,-0.0026574621470093485,0.05213205562723977
2015-02-03,-0.004643483770618517,-0.01292900848714873,0.008688600586788109,-0.046010344481269505
2015-02-04,-0.003751432939651078,0.00325482084240436,-0.004134611365721241,-0.001826075536872085
2015-02-05,-0.0013755630903555804,-0.001424314573966079,0.011994013683637395,-0.042944129153365984
2015-02-06,-0.005814064934449137,-0.0222662247115194,-0.029059863837695876,0.023743680503459652
2015-02-09,-0.01555240973670402,0.00559204496112975,-0.007042235863993995,-0.009700115162093681
2015-02-10,0.0045975355349490155,-0.0074146299807744676,0.003191539921168385,-0.0012311848303054873
2015-02-11,0.007220854159723844,-0.010230574728570474,-0.002945681535400535,-0.0029749359511789253
2015-02-12,0.009753739278629103,0.0009023589712366942,0.011935647294418539,0.011766361924821833
2015-02-13,0.0107845558389561,0.005245491797497115,-0.006656542252796438,0.061610513511999754
2015-02-18,0.0072227141417295915,-0.021850834755911097,0.006818737922666296,0.003818602232271928
2015-02-19,0.0029540986646272582,0.0061682293200346905,-0.0214852446404038,0.016743822791281504
2015-02-20,-0.006936269340802492,-0.0022367253968044176,0.009665841635989825,0.014549519225243168
2015-02-23,-0.008903438863023694,-0.0034041643165294566,0.008036878622745158,-0.020046880689090663
2015-02-24,0.0008166139044774035,-0.002832645401774303,-0.019697506004715426,-0.0006571910394118641
2015-02-25,0.0005878032497472763,0.003425495448498017,0.00023916568497117652,-0.005298759655745222
2015-02-26,-0.00951271956713906,0.007160679089040389,-0.0108812156235919,-0.00439637150919947
